0	31
10	12
20	36
30	18
40	10
50	15
60	55
70	36
80	31
90	35
100	8
110	25
120	28
130	39
140	35
150	21
160	28
170	48
180	20
190	18
200	16
210	21
220	21
230	13
240	25
250	62
260	22
270	10
280	15
290	22
300	23
1300	1
2670	1
2790	1
5530	1
5540	1
5970	2
5990	12
6000	31
6010	50
6020	21
6030	14
6040	13
6050	20
6060	29
6070	13
6080	23
6090	60
6100	32
6110	12
6120	20
6130	19
6140	30
6150	12
6160	7
6170	17
6180	6
6190	12
6200	8
6210	10
6220	24
6230	31
6240	17
6250	13
6260	12
6270	17
6280	47
6290	48
6300	56
6310	33
6320	45
6330	13
6340	37
6350	31
6360	27
6370	20
6380	13
6390	11
6400	25
6410	23
6420	21
6430	14
6440	10
6450	10
6460	11
6470	23
6480	22
6490	6
6500	18
6510	14
6520	13
6530	21
6540	19
6550	11
6560	8
6570	32
6580	22
6590	18
6600	20
6610	27
6620	20
6630	54
6640	51
6650	36
6660	16
6670	24
6680	14
6690	11
6700	11
6710	2
6720	6
6730	8
6740	7
6750	10
6760	11
6770	13
6780	28
6790	14
6800	20
6810	6
6820	7
6830	25
6840	31
6850	21
6860	16
6870	38
6880	24
6890	7
6900	26
6910	7
6920	22
6930	22
6940	15
6950	5
6960	23
6970	14
6980	5
6990	32
7000	7
7010	16
7020	9
7030	6
7040	6
7050	9
7060	10
7070	16
7080	12
7090	23
7100	19
7110	13
7120	13
7130	9
7140	9
7150	28
7160	11
7170	11
7180	10
7190	5
7200	5
7210	6
7220	10
7230	4
7240	6
7250	11
7260	3
7270	12
7280	2
7290	5
7300	5
7310	1
7320	9
7330	15
7340	7
7350	12
7360	5
7370	5
7380	24
7390	8
7400	1
7410	6
7420	9
7430	12
7440	13
7450	6
7460	11
7470	7
7480	15
7490	9
7500	2
7510	11
7520	10
7530	7
7540	15
7550	3
7560	3
7570	6
7580	14
7590	9
7600	6
7610	15
7620	14
7630	12
7640	11
7650	9
7660	1
7670	2
7680	22
7690	17
7700	3
7710	10
7720	5
7730	10
7740	9
7750	12
7760	18
7770	11
7780	18
7790	13
7800	10
7810	17
7820	7
7830	9
7840	21
7850	18
7860	17
7870	8
7880	25
7890	18
7900	13
7910	3
7920	20
7930	14
7940	8
7950	30
7960	9
7970	8
7980	21
7990	19
8000	9
8010	12
8020	24
8030	16
8040	12
8050	18
8060	10
8070	4
8080	16
8090	7
8100	10
8110	18
8120	6
8130	14
8140	53
8150	19
8160	44
8170	39
8180	11
8190	53
8200	103
8210	64
8220	51
8230	41
8240	31
8250	34
8260	41
8270	45
8280	31
8290	33
8300	45
8310	61
8320	51
8330	56
8340	27
8350	60
8360	60
8370	26
8380	46
8390	30
8400	13
8410	37
8420	34
8430	38
8440	27
8450	21
8460	26
8470	22
8480	42
8490	29
8500	38
8510	46
8520	39
8530	33
8540	42
8550	54
8560	40
8570	54
8580	33
8590	26
8600	24
8610	36
8620	26
8630	40
8640	24
8650	31
8660	26
8670	34
8680	51
8690	19
8700	24
8710	35
8720	28
8730	20
8740	32
8750	26
8760	51
8770	34
8780	30
8790	15
8800	19
8810	12
8820	25
8830	19
8840	33
8850	21
8860	35
8870	24
8880	47
8890	23
8900	18
8910	46
8920	26
8930	21
8940	30
8950	21
8960	34
8970	15
8980	18
8990	17
9000	34
9010	17
9020	5
9030	11
9040	22
9050	14
9060	11
9070	8
9080	30
9090	13
9100	13
9110	17
9120	20
9130	21
9140	39
9150	50
9160	68
9170	26
9180	32
9190	37
9200	52
9210	61
9220	45
9230	34
9240	54
9250	51
9260	63
9270	32
9280	33
9290	53
9300	26
9310	32
9320	13
9330	18
9340	25
9350	32
9360	22
9370	38
9380	30
9390	126
9400	37
9410	37
9420	27
9430	36
9440	65
9450	58
9460	53
9470	46
9480	60
9490	104
9500	47
9510	53
9520	40
9530	93
9540	34
9550	71
9560	30
9570	61
9580	70
9590	29
9600	46
9610	37
9620	31
9630	71
9640	75
9650	59
9660	50
9670	45
9680	58
9690	50
9700	35
9710	56
9720	42
9730	33
9740	40
9750	40
9760	41
9770	26
9780	72
9790	66
9800	23
9810	64
9820	46
9830	23
9840	46
9850	53
9860	25
9870	28
9880	70
9890	38
9900	76
9910	48
9920	46
9930	38
9940	11
9950	23
9960	14
9970	41
9980	26
9990	53
10000	33
10010	55
10020	29
10030	46
10040	58
10050	23
10060	14
10070	18
10080	21
10090	18
10100	15
10110	22
10120	12
10130	24
10140	22
10150	47
10160	25
10170	13
10180	38
10190	23
10200	4
10210	18
10220	17
10230	24
10240	21
10250	28
10260	28
10270	35
10280	26
10290	28
10300	56
10310	12
10320	76
10330	18
10340	8
10350	25
10360	11
10370	29
10380	47
10390	31
10400	23
10410	49
10420	84
10430	41
10440	43
10450	18
10460	63
10470	19
10480	18
10490	35
10500	32
10510	43
10520	52
10530	52
10540	78
10550	39
10560	38
10570	12
10580	47
10590	42
10600	42
10610	19
10620	34
10630	27
10640	21
10650	54
10660	11
10670	2
