0	16
10	8
20	8
30	8
40	13
50	144
60	187
70	283
80	91
90	24
100	141
110	276
120	180
130	202
140	296
150	83
160	160
170	138
180	270
190	211
200	149
210	138
220	424
230	101
240	119
250	100
260	58
270	166
280	47
290	111
300	228
310	130
320	25
330	73
340	79
350	17
550	1
960	3
970	7
1040	7
1290	2
1920	1
1930	5
1940	1
1990	3
2230	4
2890	2
2910	1
2970	1
3040	3
3190	1
3320	4
3400	1
5970	1
5980	14
5990	15
6000	26
6010	19
6020	15
6030	19
6040	82
6050	128
6060	427
6070	98
6080	106
6090	89
6100	77
6110	158
6120	55
6130	122
6140	251
6150	165
6160	40
6170	108
6180	87
6190	46
6200	3
6210	21
6220	40
6230	28
6240	35
6250	13
6260	24
6270	37
6280	68
6290	41
6300	63
6310	22
6320	16
6330	34
6340	66
6350	44
6360	15
6370	64
6380	22
6390	17
6400	25
6410	43
6420	16
6430	28
6440	32
6450	16
6460	44
6470	27
6480	26
6490	29
6500	32
6510	32
6520	31
6530	33
6540	22
6550	25
6560	62
6570	25
6580	31
6590	37
6600	7
6610	27
6620	51
6630	21
6640	35
6650	53
6660	54
6670	44
6680	68
6690	89
6700	67
6710	21
6720	52
6730	39
6740	41
6750	33
6760	11
6770	14
6780	45
6790	18
6800	24
6810	40
6820	41
6830	40
6840	17
6850	46
6860	20
6870	29
6880	41
6890	60
6900	40
6910	68
6920	64
6930	70
6940	13
6950	58
6960	30
6970	26
6980	29
6990	43
7000	26
7010	33
7020	31
7030	44
7040	36
7050	13
7060	7
7070	49
7080	18
7090	9
7100	20
7110	21
7120	51
7130	15
7140	34
7150	31
7160	18
7170	32
7180	25
7190	9
7200	90
7210	25
7220	21
7230	25
7240	12
7250	9
7260	9
7270	30
7280	10
7290	9
7300	36
7310	27
7320	17
7330	24
7340	32
7350	11
7360	21
7370	20
7380	22
7390	31
7400	19
7410	23
7420	34
7430	44
7440	18
7450	16
7460	39
7470	42
7480	36
7490	32
7500	15
7510	43
7520	45
7530	42
7540	26
7550	35
7560	59
7570	39
7580	43
7590	14
7600	18
7610	28
7620	24
7630	51
7640	22
7650	9
7660	26
7670	30
7680	33
7690	22
7700	41
7710	26
7720	30
7730	53
7740	53
7750	16
7760	18
7770	38
7780	29
7790	13
7800	39
7810	60
7820	48
7830	50
7840	76
7850	54
7860	77
7870	55
7880	68
7890	60
7900	94
7910	152
7920	62
7930	90
7940	70
7950	70
7960	64
7970	116
7980	57
7990	78
8000	86
8010	59
8020	77
8030	95
8040	65
8050	114
8060	48
8070	94
8080	89
8090	93
8100	97
8110	71
8120	37
8130	103
8140	20
8150	53
8160	29
8170	36
8180	54
8190	99
8200	46
8210	48
8220	63
8230	35
8240	119
8250	514
8260	354
8270	127
8280	280
8290	159
8300	182
8310	170
8320	233
8330	179
8340	185
8350	260
8360	273
8370	224
8380	246
8390	137
8400	222
8410	364
8420	139
8430	205
8440	173
8450	93
8460	281
8470	168
8480	179
8490	134
8500	120
8510	84
8520	197
8530	344
8540	143
8550	202
8560	223
8570	144
8580	170
8590	218
8600	231
8610	107
8620	295
8630	214
8640	159
8650	140
8660	201
8670	121
8680	207
8690	158
8700	132
8710	296
8720	158
8730	304
8740	123
8750	172
8760	280
8770	160
8780	116
8790	224
8800	184
8810	280
8820	215
8830	147
8840	132
8850	107
8860	89
8870	183
8880	40
8890	206
8900	185
8910	242
8920	132
8930	268
8940	184
8950	234
8960	119
8970	188
8980	97
8990	119
9000	125
9010	221
9020	61
9030	88
9040	81
9050	141
9060	103
9070	37
9080	73
9090	55
9100	42
9110	71
9120	73
9130	114
9140	57
9150	81
9160	135
9170	70
9180	65
9190	112
9200	109
9210	170
9220	84
9230	81
9240	99
9250	160
9260	139
9270	97
9280	88
9290	206
9300	112
9310	135
9320	97
9330	108
9340	92
9350	44
9360	28
9370	18
9380	57
9390	56
9400	65
9410	87
9420	100
9430	85
9440	66
9450	67
9460	85
9470	78
9480	84
9490	199
9500	247
9510	170
9520	171
9530	332
9540	444
9550	233
9560	183
9570	243
9580	170
9590	138
9600	292
9610	129
9620	235
9630	203
9640	192
9650	144
9660	151
9670	200
9680	301
9690	191
9700	188
9710	317
9720	218
9730	178
9740	130
9750	178
9760	217
9770	135
9780	143
9790	265
9800	92
9810	233
9820	276
9830	221
9840	337
9850	177
9860	278
9870	190
9880	174
9890	181
9900	223
9910	91
9920	191
9930	287
9940	101
9950	320
9960	138
9970	181
9980	143
9990	102
10000	115
10010	87
10020	205
10030	145
10040	243
10050	236
10060	147
10070	244
10080	183
10090	322
10100	97
10110	128
10120	66
10130	102
10140	63
10150	89
10160	111
10170	75
10180	105
10190	93
10200	223
10210	84
10220	109
10230	151
10240	123
10250	22
10260	96
10270	133
10280	85
10290	151
10300	115
10310	201
10320	172
10330	155
10340	192
10350	333
10360	309
10370	437
10380	117
10390	91
10400	142
10410	121
10420	176
10430	363
10440	238
10450	124
10460	228
10470	779
10480	221
10490	82
10500	112
10510	212
10520	112
10530	207
10540	130
10550	179
10560	228
10570	282
10580	410
10590	314
10600	124
10610	237
10620	213
10630	267
10640	358
10650	267
10660	158
10670	204
10680	149
10690	177
10700	234
